CO_ENTIDADE;NO_ENTIDADE;NO_MUNICIPIO;SG_UF;ANO;QT_MAT_BAS_BRANCA;QT_MAT_BAS_PRETA;QT_MAT_BAS_PARDA;QT_MAT_BAS_AMARELA;QT_MAT_BAS_INDIGENA;QT_MAT_BAS_TOTAL;QT_MAT_BAS_FEM;QT_MAT_BAS_MASC;QT_MAT_BAS_ND
29025575;ESCOLA MUNICIPAL PROFESSORA HELENA ARAUJO PINHEIRO;Juazeiro;BA;2007;12;6;83;0;0;101;162;209;270
29025583;ESCOLA MUNICIPAL DE JATOBA;Juazeiro;BA;2007;3;3;1;0;0;7;75;80;148
29025664;ESCOLA MUNICIPAL ESTADUAL DE ABOBORA;Juazeiro;BA;2007;2;0;45;0;0;47;19;34;6
29025672;ESCOLA MUNICIPAL MANOEL DE SOUZA BONFIM;Juazeiro;BA;2007;2;2;153;0;0;157;122;129;94
29025699;ESCOLA MUNICIPAL AMERICO TANURY;Juazeiro;BA;2007;0;0;43;0;0;43;53;61;71
29025753;COLEGIO MUNICIPAL 1º E 2º GRAU PROF GRACIOSA XAVIER RAMOS GOMES;Juazeiro;BA;2007;22;10;177;0;0;209;241;310;342
29025770;ESC MUL PROF MATILDE COSTA MEDRADO;Juazeiro;BA;2007;5;0;80;0;0;85;51;78;44
29025788;ESCOLA MUNICIPAL NOSSA SENHORA DAS GROTAS;Juazeiro;BA;2007;1;2;82;0;0;85;39;50;4
29025834;ESCOLA MUNICIPAL PEDRO DIAS;Juazeiro;BA;2007;0;0;68;0;0;68;56;52;40
29025869;ESCOLA MUNICIPAL OSORIO TELES DE MENEZES;Juazeiro;BA;2007;0;1;71;0;0;72;33;49;10
29025885;ESCOLINHA DISNEYLANDIA;Juazeiro;BA;2007;19;4;59;0;0;82;58;56;32
29025907;COLEGIO MUNICIPAL BOM JESUS;Juazeiro;BA;2007;0;0;86;0;0;86;226;214;354
29025923;ESCOLA MUNICIPAL LINDAURA MARIA DE JESUS;Juazeiro;BA;2007;1;0;5;0;0;6;21;32;47
29025931;ESCOLA MUNICIPALL SAO SEBASTIAO;Juazeiro;BA;2007;0;0;11;0;0;11;24;28;41
29025958;ESCOLA MUNICIPAL NOSSA SENHORA RAINHA DOS ANJOS;Juazeiro;BA;2007;0;1;13;0;0;14;33;33;52
29025974;ESCOLA MUNICIPAL CORAÇAO DE JESUS;Juazeiro;BA;2007;0;0;7;0;0;7;53;81;127
29025982;ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS;Juazeiro;BA;2007;1;1;14;0;0;16;118;122;224
29026024;ESCOLA MUNICIPAL DOUTOR EDSON RIBEIRO;Juazeiro;BA;2007;3;18;33;0;0;54;74;70;90
29026105;ESCOLA MUNICIPAL NOSSA SENHORA DAS GROTAS;Juazeiro;BA;2007;4;21;1;0;0;26;38;53;65
29026113;ESCOLA MUNICIPAL ELISEU SANTOS;Juazeiro;BA;2007;0;2;117;0;0;119;288;298;467
29026130;ESCOLA MUNICIPAL 25 DE JULHO;Juazeiro;BA;2007;0;6;50;0;0;56;76;83;103
29026148;ESCOLA MUNICIPAL AMERICO TANURI;Juazeiro;BA;2007;12;0;9;0;0;21;39;46;64
29026156;ESCOLA MUNICIPAL BOM JESUS;Juazeiro;BA;2007;23;2;5;0;0;30;16;16;2
29026164;ESCOLA MUNICIPAL CORAÇAO DE JESUS;Juazeiro;BA;2007;0;0;19;0;0;19;48;65;94
29026199;ESCOLA MUNICIPAL EURIDICE RIBEIRO VIANA;Juazeiro;BA;2007;2;0;30;0;0;32;79;89;136
29026202;ESCOLA MUNICIPAL FAMILIA UNIDA;Juazeiro;BA;2007;0;0;38;0;0;38;39;29;30
29026261;ESCOLA MUNICIPAL PROFESSORA JOANA RAMOS;Juazeiro;BA;2007;0;0;8;0;0;8;15;10;17
29026288;ESCOLA MUNICIPAL SANTA INES;Juazeiro;BA;2007;7;4;174;0;0;185;307;347;469
29026296;ESCOLA MUNICIPAL SANTA TEREZINHA;Juazeiro;BA;2007;10;4;10;0;0;24;59;54;89
29026300;ESCOLA MUNICIPAL SANTA TEREZINHA;Juazeiro;BA;2007;0;0;16;0;0;16;28;45;57
29026350;ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS;Juazeiro;BA;2007;0;2;3;0;0;5;10;15;20
29026377;ESCOLA MUNICIPAL SAO JOSE;Juazeiro;BA;2007;0;0;32;0;0;32;33;49;50
29026423;ESCOLA MUNICIPAL BOLIVAR SANTANA;Juazeiro;BA;2007;1;3;147;0;0;151;227;251;327
29026431;ESCOLA MUNICIPAL DE PONTAL;Juazeiro;BA;2007;7;1;30;0;0;38;81;84;127
29026440;ESCOLA MUNICIPAL MANOEL GOMES MARTINS;Juazeiro;BA;2007;0;0;38;0;0;38;53;42;57
29026482;ESCOLA MUNICIPAL ANTONIO FRANCISCO DE OLIVEIRA;Juazeiro;BA;2007;0;1;118;0;0;119;198;223;302
29026520;ESCOLA MUNICIPAL VEREADOR AMADEUS DAMASIO;Juazeiro;BA;2007;7;26;74;0;0;107;147;198;238
29026539;ESCOLA MUNICIPAL DO ALAGADIÇO;Juazeiro;BA;2007;0;0;8;0;0;8;21;18;31
29026547;ESCOLA MUNICIPAL MARIA VIANA TANURI;Juazeiro;BA;2007;0;2;52;0;0;54;26;29;1
29026580;ESCOLA MUNICIPAL DE 1º GRAU DO JUNCO;Juazeiro;BA;2007;11;25;39;0;0;75;45;36;6
29026601;ESCOLA MUNICIPAL AMERICO TANURI;Juazeiro;BA;2007;5;3;57;0;0;65;30;49;14
29026628;ESCOLA MUNICIPAL HERBET MOUZE RODRIGUES;Juazeiro;BA;2007;0;3;35;0;5;43;23;20;0
29026636;ESCOLA MUNICIPAL JOSE DE AMORIM;Juazeiro;BA;2007;5;7;87;1;0;100;192;206;298
29026644;ESCOLA MUNICIPAL LUCIA CARMEM SOBREIRA;Juazeiro;BA;2007;0;1;14;0;0;15;30;36;51
29026652;ESCOLA MUNICIPAL MARIA DO CARMO SA NOGUEIRA;Juazeiro;BA;2007;1;3;12;0;0;16;19;41;44
29026660;ESCOLA MUNICIPAL MARIA MONTEIRO BACELAR;Juazeiro;BA;2007;0;0;40;0;0;40;50;40;50
29026679;ESCOLA MUNICIPAL MIGUEL ANGELO DE SOUZA;Juazeiro;BA;2007;1;6;48;1;0;56;43;64;51
29026695;ESCOLA MUNICIPAL PROFESSORA BERNADETE BRAGA;Juazeiro;BA;2007;0;2;9;0;0;11;25;24;38
29026709;ESCOLA MUNICIPAL PROFESSORA EDUALDINA DAMASIO;Juazeiro;BA;2007;0;4;71;1;3;79;245;233;399
29026725;ESCOLA MUNICIPAL PROFESSORA OSCARLINA TANURI;Juazeiro;BA;2007;1;0;39;0;0;40;49;57;66
29026741;ESCOLA MUNICIPAL JOAO DIAS FERREIRA;Juazeiro;BA;2007;0;1;52;0;0;53;60;70;77
29026776;ESCOLA MUNICIPAL PROFESSORA MARIA AMELIA DE SOUZA OLIVEIRA;Juazeiro;BA;2007;0;1;64;0;0;65;45;74;54
29026792;ESCOLA MUNICIPAL PASSAGEM DO SARGENTO;Juazeiro;BA;2007;0;0;5;0;0;5;19;19;33
29026873;ESCOLA MUNICIPAL PROFESSORA ANTONILA DA FRANÇA CARDOSO;Juazeiro;BA;2007;12;3;9;1;0;25;120;126;221
29026890;COLEGIO MUNICIPAL DEPUTADO RAIMUNDO DA CUNHA LEITE;Juazeiro;BA;2007;45;15;83;3;0;146;118;120;92
29026911;ESCOLA MUNICIPAL DURVAL BARBOSA DA CUNHA;Juazeiro;BA;2007;13;0;69;0;0;82;46;42;6
29026989;COLEGIO MUNICIPAL PROFESSORA ATANILHA LUZ ARAUJO;Juazeiro;BA;2007;27;23;99;1;0;150;176;161;187
29027055;COLEGIO MUNICIPAL RAIMUNDO CLEMENTINO DE SOUZA;Juazeiro;BA;2007;9;3;40;0;0;52;95;115;158
29027098;ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS;Juazeiro;BA;2007;6;1;18;0;0;25;16;30;21
29341256;ESCOLA MUNICIPAL ANALIA BARBOSA DE SOUZA;Juazeiro;BA;2007;9;3;184;1;0;197;422;420;645
29341566;ESCOLINHA CARROSSEL;Juazeiro;BA;2007;4;0;38;0;0;42;29;29;16
29341590;CENTRO EDUCACIONAL JORGE AMADO;Juazeiro;BA;2007;0;0;0;0;0;0;0;4;4
29341710;ESCOLA MUNICIPAL DE 1º GRAU MANOEL NUNES AMORIM;Juazeiro;BA;2007;0;1;31;0;0;32;46;45;59
29341744;ESCOLA MUNICIPAL ELEOTERIO SOARES FONSECA;Juazeiro;BA;2007;2;3;24;0;0;29;53;66;90
29341779;ESCOLA RURAL DE MASSAROCA;Juazeiro;BA;2007;0;0;11;0;0;11;85;75;149
29341809;COLEGIO MUNICIPAL PROFESSORA IRACY NUNES DA SILVA;Juazeiro;BA;2007;21;8;54;0;2;85;365;401;681
29362237;ESCOLINHA PATOTA;Juazeiro;BA;2007;16;3;50;0;0;69;38;41;10
29362334;ESC ROSA DOS VENTOS;Juazeiro;BA;2007;9;10;35;1;0;55;26;39;10
29362415;ESCOLA MUNICIPAL CAIC MISAEL AGUILAR;Juazeiro;BA;2007;55;36;380;1;0;472;525;549;602
29362504;ESCOLA MUNICIPAL PROFESSORA MARIA JOSE LIMA DA ROCHA;Juazeiro;BA;2007;17;5;106;0;0;128;291;332;495
29378885;ESCOLA RECANTO DO PEQUENO PRINCIPE;Juazeiro;BA;2007;189;1;127;1;0;318;161;157;0
29378893;ESCOLA MUNICIPAL DOM JOSE RODRIGUES;Juazeiro;BA;2007;4;3;55;0;0;62;117;115;170
29378907;ESCOLA FUNDAMENTAL CRISTAL DO SOL;Juazeiro;BA;2007;11;1;10;0;1;23;91;62;130
29378923;C. EDUC. CONSTRUTIVISTA EMILIA FERREIRO;Juazeiro;BA;2007;25;3;104;0;0;132;102;107;77
29390559;INSTITUTO IMACULADA CONCEIÇAO;Juazeiro;BA;2007;22;8;36;0;0;66;61;59;54
29390648;ESCOLA ADVENTISTA DE JUAZEIRO;Juazeiro;BA;2007;165;19;156;1;0;341;307;348;314
29390656;ESCOLA PRISMA;Juazeiro;BA;2007;85;3;53;0;0;141;89;98;46
29390737;COLEGIO MODELO LUIS EDUARDO MAGALHAES;Juazeiro;BA;2007;318;155;791;2;4;1270;822;543;95
29401220;CRECHE ANA MARIA MORGADO CHAVES;Juazeiro;BA;2007;2;3;61;0;0;66;64;102;100
29401290;ESCOLA PIRULITO;Juazeiro;BA;2007;0;0;104;0;0;104;51;53;0
29401600;ESCOLA MUNICIPAL PRESIDENTE TANCREDO NEVES;Juazeiro;BA;2007;0;0;75;0;0;75;236;251;412
29401610;ESCOLA MUNICIPAL EDUCANDARIO JOAO XXIII;Juazeiro;BA;2007;20;12;69;0;0;101;128;190;217
29402100;CRECHE GENTIL DAMASIO NASCIMENTO;Juazeiro;BA;2007;44;1;1;0;0;46;33;37;24
29402110;CENTRO DE EDUCAÇAO INFANTIL TEREZA CRISTINA BANDEIRA;Juazeiro;BA;2007;0;0;3;0;0;3;17;28;42
29402120;CRECHE ANNA HILDA LEITE FARIAS;Juazeiro;BA;2007;0;1;35;0;0;36;19;43;26
29402140;CRECHE AMÉLIA DUARTE;Juazeiro;BA;2007;4;34;54;0;0;92;53;72;33
29402150;CENTRO DE EDUCAÇÃO INFANTIL NAILDE COSTA;Juazeiro;BA;2007;0;0;45;0;0;45;26;36;17
29402160;CHECRE MARIA VIANA TANURI;Juazeiro;BA;2007;0;0;105;0;0;105;52;75;22
29402170;CRECHE BOM JESUS DOS NAVEGANTES;Juazeiro;BA;2007;62;2;0;0;0;64;31;43;10
29402180;CRECHE OSVALDINA DE SOUZA;Juazeiro;BA;2007;22;3;1;0;0;26;11;16;1
29402190;CRECHE DILMA CALMON DE OLIVEIRA;Juazeiro;BA;2007;2;7;42;2;0;53;45;40;32
29402200;CENTRO DE EDUCAÇAO INFANTIL NATALIA RODRIGUES;Juazeiro;BA;2007;10;3;31;0;0;44;28;29;13
29402210;CRECHE JANDIRA BORGES DA CUNHA;Juazeiro;BA;2007;0;1;47;0;0;48;34;55;41
29403332;CEMSF CENTRO EDUC MEDIO SAO FRANCIS LTDA;Juazeiro;BA;2007;13;11;88;0;0;112;69;58;15
29405106;ESCOLA MUNICIPAL PROFESSOR JOSE PEREIRA DA SILVA;Juazeiro;BA;2007;14;5;101;0;0;120;217;275;372
29405742;ESCOLA MODELO INFANTIL;Juazeiro;BA;2007;22;5;36;22;0;85;68;50;33
29408628;ESCOLA ESTADUAL ARTUR OLIVEIRA DA SILVA;Juazeiro;BA;2007;8;11;74;0;0;93;393;337;637
29415136;ESCOLINHA TURMA DO CEBOLINHA;Juazeiro;BA;2007;59;38;5;0;0;102;55;52;5
29415160;CENTRO EDUCACIONAL PROFESSOR CARLOS DA COSTA SILVA;Juazeiro;BA;2007;0;3;51;0;0;54;73;87;106
29415870;CRECHE ANDRE LUIZ;Juazeiro;BA;2007;1;0;53;0;0;54;26;44;16
29424437;ESCOLINHA PARAÍSO INFANTIL;Juazeiro;BA;2007;0;0;0;0;0;0;10;4;14
29424445;ESCOLA MUNICIPAL RAIMUNDO MEDRADO PRIMO;Juazeiro;BA;2007;1;2;19;0;0;22;65;63;106
29426014;ESCOLINHA CAMINHANDO COM O SABER;Juazeiro;BA;2007;0;0;5;0;4;9;294;310;595
29429340;CENTRO EDUCACIONAL CONSTRUTIVISTA AMARAL;Juazeiro;BA;2007;4;9;107;0;0;120;53;67;0
29429536;CENTRO EDUCACIONAL ARGEMIRO JOSE DA CRUZ;Juazeiro;BA;2007;9;8;278;0;0;295;556;516;777
29429579;ESCOLINHA TURMA DO MICKEY;Juazeiro;BA;2007;49;20;90;0;1;160;94;75;9
29429790;CRECHE MUNICIPAL ARCENIO JOSE DA SILVA;Juazeiro;BA;2007;0;1;10;0;0;11;11;10;10
29435986;CENTRO EDUCACIONAL PASSO A PASSO;Juazeiro;BA;2007;24;5;100;26;0;155;73;96;14
29441072;ESCOLINHA MUNDO ENCANTADO;Juazeiro;BA;2007;54;1;147;1;0;203;110;109;16
29441102;CRECHE COMUNITARIA ANTONIO GUILHERMINO;Juazeiro;BA;2007;1;2;9;0;0;12;114;111;213
29441137;COLEGIO DINAMO;Juazeiro;BA;2007;73;41;99;0;0;213;97;122;6
29441170;EDUCANDARIO FLORES DO AMANHECER;Juazeiro;BA;2007;10;17;28;0;0;55;85;78;108
29441188;INSTITUIÇAO F. BENEFICENTE PROFª CRISTINA;Juazeiro;BA;2007;3;2;65;0;0;70;68;46;44
29445116;ESCOLA TEREZA DAVILA;Juazeiro;BA;2007;6;24;127;0;0;157;85;85;13
29445256;CRECHE NOSSO SENHOR DOS AFLITOS;Juazeiro;BA;2007;11;53;81;0;0;145;89;85;29
29467004;COLEGIO ESTADUAL MISAEL AGUILAR SILVA;Juazeiro;BA;2007;70;44;106;4;0;224;174;140;90
29024463;APAE ESCOLA MARIA ISABEL MESQUITA REIS;Juazeiro;BA;2008;4;1;36;0;0;41;76;112;147
29024498;CENTRO DE EDUCACAO SHALOM;Juazeiro;BA;2008;40;3;59;0;0;102;224;200;322
29024528;COLEGIO DEM ESTADUAL PROFª FLORENTINA A DOS SANTOS;Juazeiro;BA;2008;24;55;182;0;3;264;788;572;1096
29024536;COLEGIO ESTADUAL LOMANTO JUNIOR;Juazeiro;BA;2008;120;56;675;1;0;852;769;716;633
29024544;COLEGIO ANGLO;Juazeiro;BA;2008;5;0;6;0;0;11;92;121;202
29024552;COLEGIO DOUTOR EDSON RIBEIRO;Juazeiro;BA;2008;58;2;46;0;4;110;203;167;260
29024579;COLEGIO ESTADUAL RUI BARBOSA;Juazeiro;BA;2008;173;87;714;11;0;985;1121;964;1100
29024587;COLEGIO MUNICIPAL PAULO VI;Juazeiro;BA;2008;147;139;1015;1;1;1303;916;924;537
29024595;COLEGIO VALE DO SAO FRANCISCO;Juazeiro;BA;2008;14;2;31;1;0;48;189;186;327
29024641;ESCOLA AGROTECNICA DE JUAZEIRO;Juazeiro;BA;2008;90;4;758;0;0;852;542;527;217
29024650;ESCOLA MUNICIPAL CAXANGÁ;Juazeiro;BA;2008;4;24;32;3;0;63;114;117;168
29024668;ESCOLA MUNICIPAL CENTRO SOCIAL URBANO;Juazeiro;BA;2008;22;4;52;0;1;79;195;191;307
29024676;ESCOLA COMPANHIA DE NAVEGACAO DO SAO FRANCISCO;Juazeiro;BA;2008;5;1;64;0;1;71;79;70;78
29024692;ESCOLA MUNICIPAL PROFESSORA CARMEN COSTA SANTOS;Juazeiro;BA;2008;18;13;314;1;0;346;418;405;477
29024714;ESC ESTADUAL PR LUIS CURSINO DA F CARDOSO;Juazeiro;BA;2008;5;0;105;0;0;110;92;109;91
29024722;COLEGIO EST PEDRO RAYMUNDO MOREIRA REGO;Juazeiro;BA;2008;20;61;243;6;0;330;530;499;699
29024765;COLEGIO ESTADUAL ANTONILIO DA FRANCA CARDOSO;Juazeiro;BA;2008;33;9;162;2;1;207;445;390;628
